"Ville","Région Belgique","Response","Sandwicherie p1","Distance to Tournai","Distance à Tournai","Distance à Tournai Distance","Write to Other Table"
"Morlanwelz-Mariemont","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Grand-Place 4, 7140 Morlanwelz,BEL",,,"Created 5 records in table ""Full_Table"""
"Mormont","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Haute 5/A, 6997,BEL",,,"Created 10 records in table ""Full_Table"""
"Mornimont","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue François Hittelet 84, 5190 Jemeppe-sur-Sambre,BEL",,,"Created 10 records in table ""Full_Table"""
"Mortier","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue sur les Heids 52, 4671 Blegny,BEL",,,"Created 10 records in table ""Full_Table"""
"Mortroux","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue du Bourgmestre H.Francotte 2, 4607 Dalhem,BEL",,,"Created 10 records in table ""Full_Table"""
"Mortsel","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Morville","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Pl. Verte 6, 5620 Florennes,BEL",,,"Created 6 records in table ""Full_Table"""
"Mouland","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Moulbaix","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Pl. Henri Stourme 1, 7812 Ath,BEL",,,"Created 7 records in table ""Full_Table"""
"Mourcourt","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Royale 3, 7500 Tournai,BEL",,,"Created 10 records in table ""Full_Table"""
"Mouscron","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de Tourcoing 36, 7700 Mouscron,BEL",,,"Created 10 records in table ""Full_Table"""
"Moustier (Hainaut)","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Haute 1, 7911 Frasnes-lez-Anvaing,BEL",,,"Created 10 records in table ""Full_Table"""
"Moustier-sur-Sambre","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de la Centrale 32, 5190 Jemeppe-sur-Sambre,BEL",,,"Created 10 records in table ""Full_Table"""
"Mouzaive","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de la Passerelle 3, 5550 Vresse-sur-Semois,BEL",,,"Created 10 records in table ""Full_Table"""
"Moxhe","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Orchidée Plaza, Rue de Huy 54, 4280 Hannut,BEL",,,"Created 10 records in table ""Full_Table"""
"Mozet","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Chau. de Marche 634, 5100 Namur,BEL",,,"Created 10 records in table ""Full_Table"""
"Muizen (Limburg)","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Muizen (Mechelen)","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Mullem","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Munkzwalm","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Muno","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Les Hauts de Lambermont 4, 6820 Florenville,BEL",,,"Created 4 records in table ""Full_Table"""
"Munsterbilzen","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Munte","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Musson","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Marcel Niessen 38, 6750 Musson,BEL",,,"Created 4 records in table ""Full_Table"""
"Mussy-la-Ville","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Marcel Niessen 38, 6750 Musson,BEL",,,"Created 9 records in table ""Full_Table"""
"My","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rte de Stavelot 8a, 4190 Ferrières,BEL",,,"Created 10 records in table ""Full_Table"""
"Naast","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Pl. de Naast 6, 7062 Soignies,BEL",,,"Created 10 records in table ""Full_Table"""
"Nadrin","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de la Vla Romaine 34, 6660 Houffalize,BEL",,,"Created 8 records in table ""Full_Table"""
"Nafraiture","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Gurnifalize 19, 5550 Vresse-sur-Semois,BEL",,,"Created 2 records in table ""Full_Table"""
"Nalinnes","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rte de Philippeville 7, 6120 Ham-sur-Heure-Nalinnes,BEL",,,"Created 10 records in table ""Full_Table"""
"Namêche","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/N942 3, 5300 Andenne,BEL",,,"Created 10 records in table ""Full_Table"""
"Namur","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue St Nicolas 183, 5000 Namur,BEL",,,"Created 10 records in table ""Full_Table"""
"Nandrin","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rte du Condroz 131/1, 4550 Nandrin,BEL",,,"Created 10 records in table ""Full_Table"""
"Naninne","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de la Gare de Naninne 28, 5100 Namur,BEL",,,"Created 10 records in table ""Full_Table"""
"Naomé","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Saint-Roch 16A, 6850 Paliseul,BEL",,,"Created 10 records in table ""Full_Table"""
"Nassogne","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de Lahaut, 6950 Nassogne,BEL",,,"Created 10 records in table ""Full_Table"""
"Natoye","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de Braibant 3, 5360 Natoye,BEL",,,"Created 10 records in table ""Full_Table"""
"Nazareth","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Néchin","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Albert Ier 12/B, 7730 Estaimpuis,BEL",,,"Created 10 records in table ""Full_Table"""
"Nederboelare","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Nederbrakel","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Nederename","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Nederhasselt","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Nederokkerzeel","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Neder-Over-Heembeek (Bruxelles)","bruxelles-capitale","bruxelles-capitale",,"https://fr.distance.to/Tournai,BEL/",,,
"Nederzwalm-Hermelgem","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Neerglabbeek","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Neerharen","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Neerhespen","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Neerheylissem","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue des Juifs 2, 1357 Hélécine,BEL",,,"Created 10 records in table ""Full_Table"""
"Neerijse","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Neerlanden","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Neerlinter","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Neeroeteren","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Neerpelt","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Neerrepen","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Neervelp","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Neerwaasten","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de la Gare 27, 7780 Comines-Warneton,BEL",,,"Created 10 records in table ""Full_Table"""
"Neerwinden","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Neigem","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Nerem","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Nessonvaux","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Grand'Rue 250, 4870 Trooz,BEL",,,"Created 10 records in table ""Full_Table"""
"Nethen","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Chau. de Wavre 202, 1390 Grez-Doiceau,BEL",,,"Created 10 records in table ""Full_Table"""
"Nettinne","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de la Gare de Naninne 28, 5100 Namur,BEL",,,"Created 10 records in table ""Full_Table"""
"Neufchâteau","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Grand Place 4, 6840 Neufchâteau,BEL",,,"Created 10 records in table ""Full_Table"""
"Neufchâteau (Liège)","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Grand Place 4, 6840 Neufchâteau,BEL",,,"Created 10 records in table ""Full_Table"""
"Neufmaison","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de Tournai 46, 7333 Saint-Ghislain,BEL",,,"Created 10 records in table ""Full_Table"""
"Neufvilles","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Bd Roosevelt 41, 7060 Soignies,BEL",,,"Created 10 records in table ""Full_Table"""
"Neu-Moresnet","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Chaussée de Liège 204, 4721 Lontzen,BEL",,,"Created 10 records in table ""Full_Table"""
"Neupré","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Bonry 144, 4120 Neupré,BEL",,,"Created 10 records in table ""Full_Table"""
"Neuville (Philippeville)","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de Mariembourg 39b, 5600 Philippeville,BEL",,,"Created 7 records in table ""Full_Table"""
"Neuville-en-Condroz","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rte du Condroz 86B, 4121 Neupré,BEL",,,"Created 10 records in table ""Full_Table"""
"Nevele","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Niel","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Niel-bij-As","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Niel-bij-Sint-Truiden","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Nieuwenhove","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Nieuwenrode","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Nieuwerkerken (Aalst)","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Nieuwerkerken (Limburg)","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Nieuwkapelle","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Nieuwkerke","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Nieuwkerken-Waas","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Nieuwmunster","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Nieuwpoort","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Nieuwrode","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Nijlen","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Nil-Saint-Vincent-Saint-Martin","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Chau. de Namur 50, 1457 Walhain,BEL",,,"Created 4 records in table ""Full_Table"""
"Nimy","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/7000 Mons,BEL",,,"Created 1 records in table ""Full_Table"""
"Ninove","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Nismes","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Bassidaine 4, 5670 Viroinval,BEL",,,"Created 10 records in table ""Full_Table"""
"Nivelles","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de Namur 3A, 1400 Nivelles,BEL",,,"Created 10 records in table ""Full_Table"""
"Niverlée","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Chau. de Louvain 917, 5022 Namur,BEL",,,"Created 10 records in table ""Full_Table"""
"Nives","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de la Maîtrise 7, 1400 Nivelles,BEL",,,"Created 10 records in table ""Full_Table"""
"Nobressart","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de la Schock 33, 6717 Attert,BEL",,,"Created 10 records in table ""Full_Table"""
"Nodebais","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Chau. de Louvain 58, 1320 Beauvechain,BEL",,,"Created 10 records in table ""Full_Table"""
"Noduwez","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Av. Albert Drossart 14, 1350,BEL",,,"Created 10 records in table ""Full_Table"""
"Noirchain","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue des Alliés 49, 7080 Frameries,BEL",,,"Created 10 records in table ""Full_Table"""
"Noirefontaine","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Voie Jocquée 1, 6830 Bouillon,BEL",,,"Created 10 records in table ""Full_Table"""
"Noiseux","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de l'Ourthe 39, 5377 Somme-Leuze,BEL",,,"Created 10 records in table ""Full_Table"""
"Nokere","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Nollevaux","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Saint-Roch 16A, 6850 Paliseul,BEL",,,"Created 10 records in table ""Full_Table"""
"Noorderwijk","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Noordschote","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Nossegem","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Nothomb","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/13 Rte d'Arlon, 8832 Rombach-Martelange, Luxembourg,BEL",,,"Created 10 records in table ""Full_Table"""
"Nouvelles","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Reper-Vreven 115, 1020 Bruxelles,BEL",,,"Created 10 records in table ""Full_Table"""
"Noville (Liège)","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue du Grand Champ 3, 5380 Fernelmont,BEL",,,"Created 1 records in table ""Full_Table"""
"Noville (Luxembourg)","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue du Grand Champ 3, 5380 Fernelmont,BEL",,,"Created 4 records in table ""Full_Table"""
"Noville-les-Bois","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue du Grand Champ 3, 5380 Fernelmont,BEL",,,"Created 3 records in table ""Full_Table"""
"Noville-sur-Méhaigne","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Chau. de Louvain 181, 5310 Éghezée,BEL",,,"Created 4 records in table ""Full_Table"""
"Nukerke","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Obaix","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de la Station 109, 6230 Pont-à-Celles,BEL",,,"Created 10 records in table ""Full_Table"""
"Obigies","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Royale 82, 7500 Tournai,BEL",,,"Created 10 records in table ""Full_Table"""
"Obourg","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de l'Eglise 15a, 7034 Mons,BEL",,,"Created 3 records in table ""Full_Table"""
"Ochamps","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Pl. Communale 18, 6890 Libin,BEL",,,"Created 10 records in table ""Full_Table"""
"Ocquier","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Grand'Rue (Rowe) 43A, 4560,BEL",,,"Created 8 records in table ""Full_Table"""
"Odeigne","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rte de l'Auneu 10, 6960 Manhay,BEL",,,"Created 10 records in table ""Full_Table"""
"Odeur","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue du Bois Du Four 11/D5, 6441 Froidchapelle,BEL",,,"Created 2 records in table ""Full_Table"""
"Oedelem","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Oekene","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Oelegem","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Oeren","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Oeselgem","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Oetingen","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Oeudeghien","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Chau. Brunehault 34, 7911 Frasnes-lez-Anvaing,BEL",,,"Created 4 records in table ""Full_Table"""
"Oevel","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Offagne","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Saint-Roch 16A, 6850 Paliseul,BEL",,,"Created 10 records in table ""Full_Table"""
"Ogy","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue César Despretz 56, 7860 Lessines,BEL",,,"Created 10 records in table ""Full_Table"""
"Ohain","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Chau. de Louvain 431, 1380 Lasne,BEL",,,"Created 10 records in table ""Full_Table"""
"Ohey","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de Ciney 160, 5350 Ohey,BEL",,,"Created 10 records in table ""Full_Table"""
"Oignies-en-Thiérache","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de la Cure 2, 5670 Viroinval,BEL",,,"Created 10 records in table ""Full_Table"""
"Oisquercq","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Julien Marsille 4, 1480 Tubize,BEL",,,"Created 10 records in table ""Full_Table"""
"Oizy","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de Bouillon 1b, 5555 Bièvre,BEL",,,"Created 10 records in table ""Full_Table"""
"Okegem","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Olen","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Oleye","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Joseph Wauters 54B, 4300 Waremme,BEL",,,"Created 10 records in table ""Full_Table"""
"Ollignies","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Chau. Victor Lampe 186, 7866 Lessines,BEL",,,"Created 4 records in table ""Full_Table"""
"Olloy-sur-Viroin","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Saint-Eloi, 5670 Viroinval,BEL",,,"Created 10 records in table ""Full_Table"""
